Día;Fecha;Inicio solicitud;Fin solicitud;Cuadrillas;N°;Identificador;Caso;Tipo;Tipo de faena;Sector afectado;Dirección de referencia;Objeto de referencia;Jerarquía de red;Tipo de contexto;ID del contexto;Descripción del trabajo;Resultado;Área solicitante;Solicitante;Área de cobertura;Clientes afectados;Inicio planificado;Fin planificado;Duración planificada;Duración de tareas programadas;Tiempo excedido;Inicio corte real;Fin corte real;Duración corte real;Observaciones;Estado;Circuito de aprobación;Comentarios de cierre
SáBADO;2023-02-11;07:00:00;14:15:00;;389;PI-2023-00451;;Permiso de trabajo en AT;Mantenimiento Correctivo;-;9 y Cno. Belgrano;099 CITY BELL;;Plan de Mantenimiento;semana 06;Ensayos interruptor 13.2;Normal;Transmisión;Maximiliano Yordaz;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
SáBADO;2023-02-11;08:00:00;15:00:00;;390;PI-2023-00524;;Permiso de trabajo en AT;Mantenimiento Preventivo;;139 Y 90;094-B-IN-572;;Plan de Mantenimiento;Semana-6 2023 ;PODA L.572 F/S;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
SáBADO;2023-02-11;08:30:00;16:00:00;;391;PI-2023-00518;;Permiso de trabajo en AT;Mantenimiento Preventivo;;139 Y 90;094-B-IN-572;;Plan de Mantenimiento;semana 6-2023;Mant.secc terminal y pat+ secc bara b11a1+ secc barra trn°1 b01a1 L.572 SUR;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
DOMINGO;2023-02-12;00:00:00;05:00:00;;392;PI-2023-00516;;Permiso de trabajo en AT;Mantenimiento Correctivo;;528 E 146 y 147;190-B-IN-594;;Plan de Mantenimiento;Semana 6-2023;C. 594: Desconexión en SE Paz lado Gambier;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
DOMINGO;2023-02-12;07:00:00;14:15:00;;393;PI-2023-00452;;Permiso de trabajo en AT;Mantenimiento Correctivo;-;139 Y 90;094 SUR;;Plan de Mantenimiento;Semana 06;Ensayos TRAX e interruptor 13.2 KV;Normal;Transmisión;Maximiliano Yordaz;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
DOMINGO;2023-02-12;08:00:00;14:00:00;;394;PI-2023-00525;;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-B-IN-594;;Plan de Mantenimiento;SEMANA 6-2023;MANT. SECC TERMINAL,INT.132KV + TI/TV C.594 SELP;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
DOMINGO;2023-02-12;09:00:00;15:30:00;;395;PI-2023-00419;;Permiso de trabajo en MT;Obra estructural;Define operaciones en funcion de las posibilidades de transferencia de carga;9 y Cno. Belgrano;09902 [099 CITY BELL];[099 CITY BELL];Ingeniería y Obras;117043;Se vincula nuevo alimentador desde centro de rebaje City Bell en piquete calle 27 y 464, comparte subida con actual 09902;Normal;Planificación;José Garcia;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
DOMINGO;2023-02-12;09:00:00;17:00:00;;396;PI-2023-00386;;Permiso de trabajo en MT;Mantenimiento Preventivo;90 entre 137 y 155;90 y 143;09404 - A S.E. Sur (90y138);09404 [094 SUR];Plan de Mantenimiento;222222;cambio de 6 postes de madera por columna sosten doble terna;Normal;Redes Aéreas;gabriel martins;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
DOMINGO;2023-02-12;09:00:00;17:00:00;;397;PI-2023-00469;;Permiso de trabajo en MT;Mantenimiento Preventivo;90 entre 137 y 155;90 y Avenida 137 (Los Hornos);09408 A SE (137y90);09408 [094 SUR];Plan de Mantenimiento;222222;cambio de 6 postes de madera por columna sosten doble terna;Normal;Redes Aéreas;gabriel martins;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
LUNES;2023-02-13;08:30:00;14:00:00;;398;PI-2023-00548;;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;528 E 146 y 147;190-A-IN-56;;Plan de Mantenimiento;Semana 7-2023;PODA E/S L.56 TORRE 30;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
LUNES;2023-02-13;08:30:00;15:00:00;;399;PI-2023-00498;987953;Permiso de trabajo en MT;Mantenimiento Preventivo;Traza de alimentador.-;147 entre 528 Bis y 528;TMT30012616;19010 [190 LA PLATA];Plan de Mantenimiento;AVISO I0002173;Poda preventiva programada sobre traza de alimentador 19010;Normal;Redes Aéreas;lucrecia heit;San Carlos;0;;;;00:05:00;;;;;d;cerrada (hecha);Fuera de plazo;
LUNES;2023-02-13;09:00:00;18:00:00;;400;PI-2023-00529;;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Correctivo;;Ruta 11 y 601;199-B-SE-572-1;;Plan de Mantenimiento;Semana 6;Alistamiento TR1 SE Este;Normal;Transmisión;nestor vicente;;;;;;;;;;;;abierta, en definición, suspendida (Suspendido por Encargado de Trabajo);Fuera de plazo;
MARTES;2023-02-14;08:00:00;15:00:00;OP-Guardia AT La Plata;401;PI-2023-00549;987400;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;139 Y 90;094-B-IN-572;;Plan de Mantenimiento;SEMANA 7-2023;TRABAJOS DE PODA E/S L.572 PIQ 14-18-31-53;Normal;Transmisión;Jose Molteni;Los Hornos;0;;;;07:15:00;;;;;poda;cerrada (hecha);Fuera de plazo;
MARTES;2023-02-14;09:00:00;17:00:00;;402;PI-2023-00565;;Permiso de trabajo en MT;Mantenimiento Correctivo;610 HASTA 622 Y DESDE 165 HASTA 170;167 y 612 (Los Hornos);167 y 612;09414 [094 SUR];Plan de Mantenimiento;I0021515;CAMBIO DE 5 POSTES DE M.T. CON TUTOR;Normal;Redes Aéreas;gabriel martins;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
MARTES;2023-02-14;09:00:00;17:00:00;;403;PI-2023-00559;;Permiso de trabajo en AT;Mantenimiento Correctivo;;Rta. 36 y Acc. Ver?n;195-D-SE-AC12-2;[195 VERONICA];Plan de Mantenimiento;Semana 7-2023;SE Verónica Acoplador 33 kV: Revisión Seccionador trabado ;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
MARTES;2023-02-14;10:00:00;12:00:00;Tecnica - OP 2;404;PI-2023-00576;987500;Corte solicitado por usuario;Trabajo solicitado por usuario;;MIGUEL CAMPODONICO S.A. 2 E/ 57 Y 58;170015;09320 [093 ROCHA];Solicitud Usuario;Ver nota adjunta;Ver nota adjunta;Excedida;Comercial;Fernando Cabrera;La Plata;10099;10:38:50;13:39:04;03:00:14;02:20:00;01:19:04.679;10:38:50;13:37:22;02:58:31;gliu;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-02-15;00:00:00;05:00:00;OP-Guardia AT La Plata;405;PI-2023-00578;988052;Permiso de trabajo en AT;Mantenimiento Correctivo;;528 E 146 y 147;190-B-IN-594;;Plan de Mantenimiento;Semana 6-2023;C. 594: Desconexión en SE Paz lado Gambier;Normal;Transmisión;victor faes;San Carlos;0;;;;00:05:00;;;;;SE CONECTARON CUELLOS;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-02-15;00:00:00;05:00:00;;406;PI-2023-00517;;Permiso de trabajo en AT;Mantenimiento Correctivo;;528 E 146 y 147;190-B-IN-594;;Plan de Mantenimiento;Semana 7-2023;C. 594: Conexión en SE Paz lado Gambier;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
MIéRCOLES;2023-02-15;01:00:00;02:00:00;OP-Guardia AT La Plata;407;PI-2023-00580;988000;Permiso de trabajo en AT;Mantenimiento Correctivo;;58 E/ 21 y 22;09507 [095 PAZ];[095 PAZ];Plan de Mantenimiento;Sem 07;Agregar disparos por minima frecuencia;Normal;Transmisión;fernando nellen;La Plata;3695;01:01:15;02:51:18;01:50:03;02:31:01;00:00:00;01:01:15;01:04:05;00:02:50;agregado de disparos por minima frecuencia;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-02-15;07:30:00;17:00:00;;408;PI-2023-00495;987955;Permiso de trabajo en MT;Mantenimiento Preventivo;Zona Rural de Bavio - Ruta  54 Entre bavio Y Ruta  36;SAN JUAN BAVIO II - Zona Rural de Bavio - Ruta  54 Entre bavio Y Ruta  36;220364;29301 [293 BAVIO];Plan de Mantenimiento;I0021617 - I0021618;Cambio de Poste de Mad x HA  CT 220364 y Cambio de Poste de Mad x HA  Arranque a CT 220373;Normal;Magdalena;pablo baccarini;Magdalena;533;17:07:12;17:30:59;00:23:47;10:40:00;5 days 23:20:59.276;08:46:08;20:14:47;11:28:38;PIFS;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-02-15;07:30:00;17:00:00;;409;PI-2023-00552;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Rta. 36 y Acc. Ver?n;19513 [195 VERONICA];[195 VERONICA];Plan de Mantenimiento;Sem 07;Ensayo Int 15913 y Int N°13332;Cancelada;Transmisión;fernando nellen;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
MIéRCOLES;2023-02-15;07:45:00;18:00:00;;410;PI-2023-00494;987954;Permiso de trabajo en MT;Mantenimiento Preventivo;Pueblo de Payro y Zonas Rurales ALEDAÑAS;Pueblo de Payro y Zonas Rurales Aledañas -Al 19501 (Magdalena);TMT30043417;[221114] / 19501 [195 VERONICA];Plan de Mantenimiento;I 0021334;Cambio de 2 postes de MT 11 m;Normal;Magdalena;pablo baccarini;Magdalena;55;16:44:14;16:45:16;00:01:02;10:10:00;5 days 22:50:16.957;09:12:19;16:44:14;07:31:54;PIFS;cerrada (hecha);Fuera de plazo;
MIéRCOLES;2023-02-15;08:00:00;14:00:00;;411;PI-2023-00575;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Rta. 36 y Acc. Ver?n;19513 [195 VERONICA];[195 VERONICA];Plan de Mantenimiento;Semana 7-2023;SE Verónica L. 19513: No levanta cortina + Mant. Interruptor;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Fuera de plazo;
MIéRCOLES;2023-02-15;08:00:00;14:00:00;;412;PI-2023-00558;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Rta. 36 y Acc. Ver?n;19513 [195 VERONICA];[195 VERONICA];Plan de Mantenimiento;Semana 7-2023;SE Verónica L. 19513: No levanta cortina + Mant. Interruptor;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
MIéRCOLES;2023-02-15;09:00:00;17:00:00;;413;PI-2023-00566;988160;Permiso de trabajo en MT;Mantenimiento Preventivo;131 DEDE 60 HASTA 66;055-10 entre 055-09 y Avenida 66 (Los Hornos);131y66 172090 y 172047;09507 [095 PAZ];Plan de Mantenimiento;1035261/2/4/5/6/7/8/9;CAMBIO DE 6 POSTES DE MADERA POR COLUMNAS;Cancelada;Redes Aéreas;gabriel martins;Los Hornos;0;;;;08:15:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
JUEVES;2023-02-16;07:00:00;08:00:00;;414;PI-2023-00574;;Corte solicitado por usuario;Trabajo solicitado por usuario;;48 entre Avenida 25 y 24 (La Plata);3144345;170028T1S3 [170028] / 09514 [095 PAZ];Solicitud Usuario;Ver nota adjunta;Ver nota adjunta;Cancelada;Comercial;Fernando Cabrera;;;;;;;;;;;;cerrada, cancelada (Falta de Recursos);Circuito de aprobación normal;
JUEVES;2023-02-16;08:00:00;12:00:00;OP-Guardia AT La Plata;415;PI-2023-00583;988592;Corte solicitado por tercero;Trabajo solicitado por tercero;;528 E 146 y 147;190 LA PLATA;;Solicitud Terceros;16022023;Ensayos en reactor E50 a cargo de Sullair;Normal;Transmisión;david borio;San Carlos;0;;;;00:05:00;;;;;mmm;cerrada (hecha);Fuera de plazo;
JUEVES;2023-02-16;08:00:00;15:00:00;;416;PI-2023-00550;;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Preventivo;;139 Y 90;094-B-IN-572;;Plan de Mantenimiento;SEMANA 7-2023;TRABAJOS DE PODA E/S L.572 PIQ 40-44-46-47;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
JUEVES;2023-02-16;08:00:00;16:00:00;;417;PI-2023-00587;988590;Permiso de trabajo en AT;Mantenimiento Correctivo;;ruta 36 y circunvalación (Verónica);195-TR1-13,2;;Plan de Mantenimiento;Semana 7;SE Verónica TR N°1: Cambio relé Buchholz;Pendiente;Transmisión;victor faes;Verónica;0;;;;00:05:00;;;;;;abierta, aprobada, esperando ejecución (sin solicitud de cancelación);Fuera de plazo;
JUEVES;2023-02-16;08:30:00;17:00:00;;418;PI-2023-00363;987960;Permiso de trabajo en MT;Mantenimiento Preventivo;DE 195 A 198 Y DE 41 A 44 ;43 entre 200 y 199 (Lisandro Olmos);TMT30040717;09231 [092 KAISER];Plan de Mantenimiento;111111;CAMBIO DE POSTE DE MAD X HORMIGON ARRANQUE DE RAMAL AL CT 170790  Y CAMBIO DE POSTES DE MADX 11 POR POETE DE MAD DE 14 PP TCT ABRE PUENTES A LOS FUSIBLES DE RAMAL;Cancelada;Redes Aéreas;Javier Arias;Lisandro Olmos;0;;;;10:10:00;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;falta de personal de TCT   para poder realizar la apertura de puentes . se quedo dia anterior a disposicion de operaciones .
JUEVES;2023-02-16;08:30:00;17:00:00;;419;PI-2023-00560;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Destileria La Plata;B2a5B;;Plan de Mantenimiento;Semana 7-2023;MANT.  DE EQUIPOS (B2a6B2aA-B2aC-B2a5B-B2a5C) CAMPO 2 Bm°1 SE YPF (193);Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
JUEVES;2023-02-16;08:32:03;17:00:00;;420;PI-2023-00501;988161;Permiso de trabajo en MT;Mantenimiento Preventivo;Ruta 36 e/ camino Negro y ruta 20;Camino Negro - Ruta 36 entre camino negro y ruta 20 (Verónica);19501 CASMT cruce L6 132 kV;19501 [195 VERONICA];Plan de Mantenimiento;I0022013;Cambio de postes por columnas de H°A°;Normal;Verónica;juan guarella;Verónica;3;15:10:54;15:47:58;00:37:04;08:25:00;00:00:00;08:16:35;15:13:52;06:57:16;+kop;cerrada (hecha);Circuito de aprobación normal;
JUEVES;2023-02-16;09:00:00;11:00:00;;421;PI-2023-00577;988672;Permiso de trabajo en MT;Obra nueva instalacion;;139 Y 90;094 SUR;;Ingeniería y Obras;116542;INSPECCION OCULAR EN SE SUR,  CELDAS PRIMARIAS Y SOTANO DE CASMT, ALIMENTADORES NUEVOS 9409-9410-9411, OBRA EN CURSO- NO SE HARA TRABAJO ELECTRICO              ;Cancelada;Planificación;fernando stradella;Los Hornos;0;;;;05:05:00;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
JUEVES;2023-02-16;09:00:00;17:00:00;;422;PI-2023-00567;;Permiso de trabajo en MT;Mantenimiento Correctivo;600 HASTA 603 Y DESDE 120 HASTA 124;601 entre 124 y 125 (Villa Elvira);19914 A SE (124y601);19914 [199 ESTE];Plan de Mantenimiento;222222;CAMBIO DE 2 POSTES DE MADERA POR COLUMNA;Normal;Redes Aéreas;gabriel martins;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
JUEVES;2023-02-16;09:00:00;18:00:00;;423;PI-2023-00596;;Trabajo en proximidad de instalaciones energizadas;Mantenimiento Correctivo;;Ruta 11 y 601;199-B-SE-572-1;;Plan de Mantenimiento;Semana 6;Alistamiento TR1 SE Este;Normal;Transmisión;nestor vicente;;;;;;;;;;;;abierta, en definición, suspendida (Suspendido por Encargado de Trabajo);Fuera de plazo;
JUEVES;2023-02-16;10:30:00;14:00:00;;424;PI-2023-00598;;Permiso de trabajo en AT;Mantenimiento Preventivo;;Cno. Vergara y 130;096-E-IN-SIB;[096 DIQUE];Plan de Mantenimiento;Sem 07;Ensayo Bco. 48Vcc SE DIQUE;Cancelada;Transmisión;fernando nellen;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
JUEVES;2023-02-16;14:00:00;15:00:00;;425;PI-2023-00599;988881;Corte solicitado por usuario;Trabajo solicitado por usuario;;MIGUEL CAMPODONICO S.A. 2 E/ 57 Y 58;170015;09320 [093 ROCHA];Solicitud Usuario;Ver nota adjunta;Usuario requiere cambiar fusible en instalacion MT interna;Normal;Comercial;Fernando Cabrera;La Plata;5284;;;;00:05:00;;14:15:34;14:40:57;00:25:23;zdfh;cerrada (hecha);Fuera de plazo;
VIERNES;2023-02-17;00:00:00;05:00:00;OP-Guardia AT La Plata;426;PI-2023-00588;989642;Permiso de trabajo en AT;Mantenimiento Correctivo;;528 E 146 y 147;190-B-IN-594;;Plan de Mantenimiento;Semana 6-2023;C. 594: Conexión en SE Paz lado Gambier;Normal;Transmisión;victor faes;San Carlos;0;;;;00:05:00;;;;;fuera de servicio para congelar;cerrada (hecha);Fuera de plazo;
VIERNES;2023-02-17;07:30:00;15:30:00;;427;PI-2023-00497;988674;Permiso de trabajo en MT;Mantenimiento Preventivo;Barrio alberti  - Barrio 22 Febrero - Depuradora ABSA Magdalena;La Patria y Balcarce (Magdalena);TMT30058162;19413 [194 MAGDALENA];Plan de Mantenimiento;I0022010;Cambio de Poste de Mad x HA  14 m y Cambio de Poste de Madera 14 m;Cancelada;Magdalena;pablo baccarini;Magdalena;0;;;;08:30:00;;;;;;cerrada, cancelada (Cancelado por Encargado de Trabajo);Circuito de aprobación normal;Limpieza bandeja, pedidos vencidos
VIERNES;2023-02-17;07:30:00;17:00:00;OP-Guardia AT La Plata;428;PI-2023-00556;989639;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-A-IN-57;;Plan de Mantenimiento;Sem 07;Ensayo Int L.57;Pendiente;Transmisión;fernando nellen;San Carlos;0;;;;00:05:00;;;;;;abierta, aprobada, esperando ejecución (sin solicitud de cancelación);Fuera de plazo;
VIERNES;2023-02-17;07:30:00;17:00:00;;429;PI-2023-00555;;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-A-IN-57;;Plan de Mantenimiento;Sem 07;Ensayo Int AT L.57;Cancelada;Transmisión;fernando nellen;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
VIERNES;2023-02-17;08:00:00;14:00:00;;430;PI-2023-00544;;Corte solicitado por usuario;Trabajo solicitado por usuario;;36 entre RP15 y 175 (Berisso);3542672,...;310169T1S1 [310169] [31303] / 09655 [096 DIQUE];Solicitud Terceros;nota;Usuario solicita corte de suministro.;Normal;Comercial;guido yannibelli;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
VIERNES;2023-02-17;08:00:00;15:00:00;;431;PI-2023-00554;;Permiso de trabajo en AT;Mantenimiento Correctivo;;528 E 146 y 147;190-A-IN-57;;Plan de Mantenimiento;semana7-2023;Trabajos en torre 12 L.57;Normal;Transmisión;Jose Molteni;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
VIERNES;2023-02-17;09:00:00;17:00:00;;432;PI-2023-00568;;Permiso de trabajo en MT;Mantenimiento Correctivo;12 HASTA 17 Y DESDE 490 HASTA 495;489 entre 15 y 14 Bis (Manuel B. Gonnet);170978 15y492;09910 [099 CITY BELL];Plan de Mantenimiento;I0021450;CAMBIO DE 5 POSTES DE MADERA POR COLUMNAS;Normal;Redes Aéreas;gabriel martins;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
VIERNES;2023-02-17;10:00:00;19:00:00;;433;PI-2023-00601;989403;Permiso de trabajo en MT;Obra estructural;Pozo ABSA 63 y 140;63 e/139 y 140;172213;09507 [095 PAZ];Plan de Mantenimiento;.;Repotenciación por problemas de carga en la zona;Cancelada;Redes Subterráneas;Simon Tello;Los Hornos;0;;;;;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
VIERNES;2023-02-17;14:00:00;17:00:00;OP-Guardia AT La Plata;434;PI-2023-00590;989632;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-A-SE-AC23-3;;Plan de Mantenimiento;Semana 6;SE La Plata Acoplador 220 kV: Mant. Secc B3.;Normal;Transmisión;victor faes;San Carlos;0;;;;04:00:00;;;;;suspendido por averias en otros equipos;cerrada (hecha);Fuera de plazo;
VIERNES;2023-02-17;14:00:00;17:00:00;OP-Guardia AT La Plata;435;PI-2023-00589;989896;Permiso de trabajo en AT;Mantenimiento Preventivo;;528 E 146 y 147;190-A-IN-AC23;;Plan de Mantenimiento;Semana 6;SE La Plata Acoplador 220 kV: Mant. Int + Secc B2.;Normal;Transmisión;victor faes;San Carlos;0;;;;04:00:00;;;;;suspendido por falla en otros equipos ;cerrada (hecha);Fuera de plazo;
SáBADO;2023-02-18;08:00:00;13:00:00;OP - FICTICIA;436;PI-2023-00570;988883;Permiso de trabajo en MT;Trabajo solicitado por tercero;172 hasta 182 y desde 30 hasta diag 66;36 entre RP15 y 174;Mont.y36;[31303] / 09655 [096 DIQUE];Solicitud Terceros;333333;sacar linea fuera de servicio para tareas de terceros en medianera;Normal;Redes Aéreas;gabriel martins;Berisso;0;;;;05:10:00;;;;;suspendido falta de personal por la descarga de S E ROCHA;cerrada (hecha);Circuito de aprobación normal;cc
SáBADO;2023-02-18;08:00:00;17:00:00;OP-Guardia AT Dique;437;PI-2023-00591;990330;Permiso de trabajo en AT;Mantenimiento Correctivo;;Cno. Belgrano y 528;098-B-IN-598;;Plan de Mantenimiento;Semana 7;SE Tolosa L. 598: Reemplazo Polo S Interruptor. ;Normal;Transmisión;victor faes;Tolosa;0;;;;08:05:00;;;;;t;cerrada (hecha);Circuito de aprobación normal;
SáBADO;2023-02-18;08:30:00;17:30:00;;438;PI-2023-00523;;Permiso de trabajo en MT;Mantenimiento Correctivo;Zona Franca La Plata ;Av. de Las Palmeras los fresnos (1);Las Palmeras y Los Fresnos;09657 [096 DIQUE];Plan de Mantenimiento;I0022108;Retiro de linea fuera de servicio , x riesgo ( zona de guas de garn porte );Cancelada;Redes Aéreas;guillermo petruzzi;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Circuito de aprobación normal;
SáBADO;2023-02-18;08:30:00;19:00:00;;439;PI-2023-00135;;Permiso de trabajo en MT;Mantenimiento Correctivo;Zona franca ;LOS PINOS Y LOS OLMOS;300166;09657 [096 DIQUE];Plan de Mantenimiento;I002716;colocar CT en H°A° y retirar tramo LAMT que es final de linea , no alimenta nada ;Normal;Redes Aéreas;guillermo petruzzi;;;;;;;;;;;;abierta, en definición (nueva);Circuito de aprobación normal;
DOMINGO;2023-02-19;07:30:00;14:00:00;;440;PI-2023-00619;;Permiso de trabajo en AT;Mantenimiento Correctivo;;4 y 44;093-E-IN-TR3;[093 ROCHA];Plan de Mantenimiento;Sem 07;Revision B3 13,2kV SE ROCHA;Cancelada;Transmisión;fernando nellen;;;;;;;;;;;;cerrada, cancelada (Error de Operador);Fuera de plazo;
DOMINGO;2023-02-19;08:00:00;18:00:00;OP-Guardia AT Dique;441;PI-2023-00592;990755;Permiso de trabajo en AT;Obra nueva instalacion;;4 y 44 (La Plata);093-E-B3;[093 ROCHA];Plan de Mantenimiento;Sem. 5;SE Rocha Seccion 3 13.2 kV: Adecuacion de Celda Alimentador 9324. ;Normal;Transmisión;victor faes;La Plata,Villa Elvira;0;;;;04:00:00;;07:41:02;20:43:36;13:02:34;adecuacion celda de c.9324;cerrada (hecha);Fuera de plazo;
DOMINGO;2023-02-19;08:00:00;18:00:00;;442;PI-2023-00593;;Permiso de trabajo en MT;Obra nueva instalacion;;4 y 44 (La Plata);093-E-B3;[093 ROCHA];Plan de Mantenimiento;Sem. 5;SE Rocha Seccion 3 13.2 kV: Adecuacion de Celda Alimentador 9324. ;Normal;Transmisión;victor faes;;;;;;;;;;;;abierta, en definición, suspendida (Suspendido por Encargado de Trabajo);Fuera de plazo;
DOMINGO;2023-02-19;09:00:00;17:00:00;;443;PI-2023-00569;;Permiso de trabajo en MT;Mantenimiento Preventivo;90 entre 137 y 155;90 y Avenida 137 (Los Hornos);09408 A SE (137y90);09408 [094 SUR];Plan de Mantenimiento;222222;cambio de 6 postes de madera por columna sosten doble terna;Normal;Redes Aéreas;gabriel martins;;;;;;;;;;;;abierta, en definición (rechazada);Circuito de aprobación normal;
